Country code,WT No.,Type,Catalogue,Short descr. (EN) 8 char,LEN,Short descr. (local language) 8 char,LEN,Long descr. (EN) 25 char,Long descr. (local language) 25 char,Short explanation  EN (255 char),Short explanation  local language (255 char),Displayed on payslip,"GLOBAL
Scope","A
Employee","B
Temp/ Seas empl","C
Apprentice","D
Students ","F
Expatriate","G
Inpatriate","1/2
Externals",Contractor,"L
Technical Group","other (E,I,K,L)","GLOBAL
Assignment",HR Process,Local Contact person (based on info from process),C&B BW Category,C&B BW Sub-Category,"GLOBAL
Input",Symbolic accounts,"Entered with + / -
(Payment +, Deduction -)",Amount /Unit,Min. limit,Max. limit,Infotype-0008,Infotype-0014,Infotype 9770 (subtypes available),Infotype 0019 (Subtype),Infotype-0015,"LOCAL
Configuration",Infotype-2010,Gross/Net?,Income Category,工资总额(法律）系统里无对应的工资项,Calculate into Monthly Gross Income -Actaul payment(payslip),Labor Union Base /191,Calculate into Monthly Taxable Income (/103)?,Monthly Net Income for Gross-up (Tax paid by ER) /104 ?,Pre-tax Gross Deduction?,Pre-tax Net Deduciton?,Post-tax Deduction? /110,Social security base  /150,Annual salary base for Statutory Leave (prevoius 12 months),Annual salary base for Severance (prevoius 12 months) /192,Annual salary base for STI  ,OT hourly rate base?,leave deduction daily rate base?,Only for GL posting?,SAP Auto-Calculating,How Amount calculated ?,Newly Add,Infotype,Information need to be maintained,Remarks,Selection,C&B,T&A,Mobility,Payroll,Separation,Company,BCL,BMSC,BMSM,BTES,BHC,BCS,BSA,GBMS,BMSQ,BTPU,GL Account,BCL ,Column 85,BMSC,BMSC,BMSM,Column 89,BTES,Column 91,BHC,Column 93,BCS,Column 95,BSA,Column 97,GBMS,Column 99,BMSQ,Column 101,BTPU,Column 103,Comments,Symbolic (Debit),"Symbolic
(Credit)",Symbolic Account Group Text
CN,5101,Payment-Inp,Bonus,Awa.NFC,8,即时嘉奖-外币,7,On-The-Spot Award-N FC,即时嘉奖-外币,On-The-Spot Award-NFC,即时嘉奖-外币,X,,,,,,,X,,,,,,4.1 Manage & Administer Rewards,SME-C&B,Variable Payments,Other Local Incentives,,,+,Amount,,,,,,,X,,,Net,Salary,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,Not Applicable,,,"payment amount, payment time",,,W,,,R,,,Y,Y,Y,Y,Y,Y,,,,,,6011500,2503300,6010400,2503001,6010400,2503001,6011500,2503300,6011500,2503300,6011500,2503300,6011500,2503300,6010400,2503001,6010400,2503001,6010400,2503001,,2872,28M2,On-The-Spot Award-NCNY即时嘉奖
CN,5110,Payment-Inp,Bonus,Rec.NCNY,8,特殊贡献奖-本币,8,Spe Recog Award-N CNY,特殊贡献奖-本币,Special Recognition Award-NCNY,特殊贡献奖-本币,X,,,,,,,X,,,,,,4.1 Manage & Administer Rewards,SME-C&B,Variable Payments,Other Local Incentives,,,+,Amount,,,,,,,X,,,Net,Salary,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,Not Applicable,,,"payment amount, payment time",,,W,,,R,,,Y,Y,Y,Y,Y,Y,,,,,,6011500,2503300,6010400,2503001,6010400,2503001,6011500,2503300,6011500,2503300,6011500,2503300,6011500,2503300,6010400,2503001,6010400,2503001,6010400,2503001,,2864,28L4,Special Recognition Award-NCNY特殊贡献奖
CN,5111,Payment-Inp,Bonus,Rec.NFC,7,特殊贡献奖-外币,8,Spe Recog Award-N FC,特殊贡献奖-外币,Special Recognition Award-NFC,特殊贡献奖-外币,X,,,,,,,X,,,,,,4.1 Manage & Administer Rewards,SME-C&B,Variable Payments,Other Local Incentives,,,+,Amount,,,,,,,X,,,Net,Salary,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,Not Applicable,,,"payment amount, payment time",,,W,,,R,,,Y,Y,Y,Y,Y,Y,,,,,,6011500,2503300,6010400,2503001,6010400,2503001,6011500,2503300,6011500,2503300,6011500,2503300,6011500,2503300,6010400,2503001,6010400,2503001,6010400,2503001,,2864,28L4,Special Recognition Award-NCNY特殊贡献奖
CN,5120,Payment-Inp,Bonus,PreAwNFC,8,总裁嘉奖-本币,7,President Award-Net CNY,总裁嘉奖-本币,President Award-NCNY,总裁嘉奖-本币,X,,,,,,,X,,,,,,4.1 Manage & Administer Rewards,SME-C&B,Variable Payments,Other Local Incentives,,,+,Amount,,,,,,,X,,,Net,Salary,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,Not Applicable,,,"payment amount, payment time",,,W,,,R,,,Y,Y,Y,Y,Y,Y,,,,,,6011500,2503300,6010400,2503001,6010400,2503001,6011500,2503300,6011500,2503300,6011500,2503300,6011500,2503300,6010400,2503001,6010400,2503001,6010400,2503001,,2865,28L5,President Award总裁嘉奖
CN,5121,Payment-Inp,Bonus,PreAwFC,7,总裁嘉奖-外币,7,President Award-Net FC,总裁嘉奖-外币,President Award-NFC,总裁嘉奖-外币,X,,,,,,,X,,,,,,4.1 Manage & Administer Rewards,SME-C&B,Variable Payments,Other Local Incentives,,,+,Amount,,,,,,,X,,,Net,Salary,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,Not Applicable,,,"payment amount, payment time",,,W,,,R,,,Y,Y,Y,Y,Y,Y,,,,,,6011500,2503300,6010400,2503001,6010400,2503001,6011500,2503300,6011500,2503300,6011500,2503300,6011500,2503300,6010400,2503001,6010400,2503001,6010400,2503001,,2865,28L5,President Award总裁嘉奖
CN,5130,Payment,Deduction,Pafro/FA,7,离职冻结款项,5,Payments frozen in FA,离职冻结款项,Payments frozen in FA,备用金扣款,X,,X,X,,,,,,X,,,,5.2 Manage Separation,SME-Separation/Retirement,Third Party deductions,Other deduction,,,-,Amount,,,,,,,X,,,Gross,Salary,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Not Applicable,,,Payment Amount + Pay Time (Data upload),,,R,,,R,W,,Y,Y,Y,Y,Y,Y,,,,,,2503300,AR Vendor,2503001,AR Vendor,2503001,AR Vendor,2503300,AR Vendor,2503300,AR Vendor,2503300,AR Vendor,2503300,AR Vendor,2503001,AR Vendor,2503001,AR Vendor,2503001,AR Vendor,book to the vendor element,2876,28M6,Deduction Of Cash In Advance备用金扣款
CN,5140,Payment,Deduction,Donation,8,捐款抵冲,4,Donation for IIT,捐款抵冲,Non-taxable donation,捐款抵冲,X,,X,X,,X,,,,X,,,,4.4 Manage Payroll,SME-Payroll,Third Party deductions,Third Party deductions,,,-,Amount,,,,,,,X,,,Gross,Salary,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,Not Applicable,,,Payment Amount + Pay Time,,,R,,,W,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,5150,Payment,Taxable,Tax.Mile,8,里程津贴计税,6,Mileage Allowance ,里程津贴计税,Mileage Allowance for tax,里程津贴计税,X,,X,X,,X,,,,X,,,,4.4 Manage Payroll,SME-Payroll,Other benefits,Travel Expenses,,,+,Amount,,,,,,,X,,,Gross,Salary,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,N,Not Applicable,,,Payment Amount,,,W,,,R,,,N,N,N,N,N,Y,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no booking,,,
CN,5160,Payment,Taxable,Tax.Tra,7,差旅津贴计税,6,Travel Allowance ,差旅津贴计税,Travel Allowance for tax,差旅津贴计税,X,,X,X,,X,,,,X,,,,4.4 Manage Payroll,SME-Payroll,Other benefits,Travel Expenses,,,+,Amount,,,,,,,X,,,Gross,Salary,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,N,Not Applicable,,,Payment Amount,,,R,,,W,,,Y,Y,Y,Y,Y,Y,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no booking,,,
CN,5170,Payment,Taxable,Tax.Pre,7,礼品计税,4,Present Reimbursement,礼品计税,Present Reimbursement for tax,礼品计税,X,,X,X,,,,,,X,,,,4.4 Manage Payroll,SME-Payroll,Third Party deductions,Third Party deductions,,,+,Amount,,,,,,,X,,,Gross,Salary,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,N,Not Applicable,,,Payment Amount + Pay Time,,,R,,,W,,,Y,Y,Y,Y,Y,Y,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no booking,,,
CN,5171,Payment,Taxable,Tax.Pre,7,礼品计税_公司,4,Present Reim_tax by ER ,礼品计税_公司承担,Present Reimbursement_tax borne by ER ,礼品计税—公司承担,X,,X,X,,,X,X,,X,,,,4.4 Manage Payroll,SME-Payroll,Third Party deductions,Third Party deductions,,,+,Amount,,,,,,,X,,,Gross,Salary,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,Not Applicable,,,Payment Amount ,,,R,,,W,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,-,-,-,no booking,,,
CN,5200,Payment-Inp,Taxable,SIRe.NFC,8,应税派出国社保-外币,10,SI Reimbursement - N FC,应税派出国社保-外币,Home Country Social Security Reimbursement - Net FC,应税派出国社保-外币,X,,,,,,,X,,,,,,4.4 Manage Payroll,SME-Payroll,Other benefits,Other benefits,,,+,Amount,,,,,,,X,,,Net,Salary,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,Not Applicable,,,"payment amount, payment time",,,R,,R,W,,,Y,Y,Y,Y,Y,Y,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no booking,,,
CN,5210,Payment-Inp,Taxable,TaRe.NFC,8,应税派出国付款-外币,10,Taxable Reimburse- N FC,应税派出国付款-外币,Home Country Taxable Reimbursement - Net FC,应税派出国付款-外币,X,,,,,,,X,,,,,,4.4 Manage Payroll,SME-Payroll,Other benefits,Other benefits,,,+,Amount,,,,,,,X,,,Net,Salary,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,Not Applicable,,,"payment amount, payment time",,,R,,R,W,,,Y,Y,Y,Y,Y,Y,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no booking,,,
CN,5220,Payment-Inp,Taxable,O.T.NFC,7,其它应税福利,6,Oth.Taxable Bene -N FC,其它应税福利,Other Taxable Benefit  - Net FC,其它应税福利,X,,,,,,,X,,,,,,4.1 Manage & Administer Rewards,SME-C&B,Other benefits,Other benefits,,,+,Amount,,,,,,,X,,,Net,Salary,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,Not Applicable,,,"payment amount, payment time",,,R,,R,W,,,Y,Y,Y,Y,Y,Y,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no booking,,,
CN,5230,Payment-Inp,Deduction,Hoverbud,8,住房超预算扣款-本币,10,Hous rental Overbug.-N CNY,住房超预算扣款-本币,Deduction for housing rental overbudget-Net CNY,住房超预算扣款-本币,X,,,,,,,X,,,,,,4.1 Manage & Administer Rewards,SME-C&B,Mobility-related compensation,Other deduction,,,-,Amount,,,,X,,,,,,Net,Salary,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Not Applicable,,,payment amount,,,W,,R,R,,,Y,Y,Y,Y,Y,Y,,,,,,2503300,6652100,2503001,6652100,2503001,6652100,2503300,6652100,2503300,6652100,2503300,6652100,2503300,6652100,2503001,6652100,2503001,6652100,2503001,6652100,,2877,28M7,Hous rental Overbug.-N CNY住房超预算扣款
CN,5240,Payment-Inp,Deduction,Coverbud,7,车超预算扣款-本币,9,car overbudget-N CNY,车超预算扣款-本币,Deduction for car overbudget-NCNY,车超预算扣款-本币,X,,,,,,,X,,,,,,4.1 Manage & Administer Rewards,SME-C&B,Mobility-related compensation,Other deduction,,,-,Amount,,,,X,,,,,,Net,Salary,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Not Applicable,,,payment amount,,,W,,R,R,,,Y,Y,Y,Y,Y,Y,,,,,,2503300,6822100,2503001,6822100,2503001,6822100,2503300,6822100,2503300,6822100,2503300,6822100,2503300,6822100,2503001,6822100,2503001,6822100,2503001,6822100,,2878,28M8,Deduction for car overbudget-NCNY车超预算扣款
CN,5250,Payment-Inp,Deduction,U.cost,6,水电费扣款-本币,8,Utility Cost -N CNY,水电费扣款-本币,Utility Cost Deduction-NCNY,水电费扣款-本币,X,,,,,,,X,,,,,,4.1 Manage & Administer Rewards,SME-C&B,Mobility-related compensation,Other deduction,,,-,Amount,,,,X,,,,,,Net,Salary,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Not Applicable,,,payment amount,,,W,,R,R,,,Y,Y,Y,Y,Y,Y,,,,,,2503300,6011000,2503001,6010050,2503001,6010050,2503300,6011000,2503300,6011000,2503300,6011000,2503300,6011000,2503001,6010050,2503001,6010050,2503001,6010050,,2879,28M9,Utility Cost Deduction-NCNY水电费扣款
CN,5260,Payment-Inp,Deduction,Atax.CNY,8,其他税后扣款-本币,9,Dedu after tax - N CNY,其他税后扣款-本币,Special Deduction after tax - CNY,其他税后扣款-本币,X,,,,,,,X,,,,,,4.1 Manage & Administer Rewards,SME-C&B,Mobility-related compensation,Other deduction,,,-,Amount,,,,,,,X,,,Net,Salary,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Not Applicable,,,"payment amount, payment time",,,R,,R,W,,,Y,Y,Y,Y,Y,Y,,,,,,2503300,6011000,2503001,6010050,2503001,6010050,2503300,6011000,2503300,6011000,2503300,6011000,2503300,6011000,2503001,6010050,2503001,6010050,2503001,6010050,,2880,28N0,Special Deduction after tax 其他税后扣款
CN,5261,Payment-Inp,Deduction,Atax.FC,7,其他税后扣款-外币,9,Dedu after tax - N FC,其他税后扣款-外币,Special Deduction after tax - FC,其他税后扣款-外币,X,,,,,,,X,,,,,,4.1 Manage & Administer Rewards,SME-C&B,Mobility-related compensation,Other deduction,,,-,Amount,,,,,,,X,,,Net,Salary,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Not Applicable,,,"payment amount, payment time",,,R,,R,W,,,Y,Y,Y,Y,Y,Y,,,,,,2503300,6011000,2503001,6010050,2503001,6010050,2503300,6011000,2503300,6011000,2503300,6011000,2503300,6011000,2503001,6010050,2503001,6010050,2503001,6010050,,2880,28N0,Special Deduction after tax 其他税后扣款
CN,5270,Payment-Inp,Deduction,Atax.US,7,税后扣款-预提薪资(US),13,Dedu After Tax- sal.accu_US,税后扣款-预提外籍薪资(美国),Deduction After Tax for salary accural (US),税后扣款-预提外籍薪资(美国),X,,,,,,,X,,,,,,4.1 Manage & Administer Rewards,SME-C&B,Mobility-related compensation,Other deduction,,,-,Amount,,,,X,,,,,,Net,Salary,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,With payroll driver,,,payment amount,,,R,,R,W,,,Y,Y,Y,Y,Y,Y,,,,,,2503300,6011000,2503001,"6023500 
6010050",2503001,"6023500 
6010050",2503300,6011000,2503300,6011000,2503300,6011000,2503300,6011000,2503001,"6023500 
6010050",2503001,"6023500 
6010050",2503001,"6023500 
6010050",,2881,28N1,Dedu After Tax- sal.accu_US税后扣款-预提薪资(US)
CN,5280,Payment-Inp,Others,Mis.GCNY,8,其它调整-本币(含税),10,Miscellaneous G CNY,其它调整－本币(含税),Miscellaneous-Gross CNY,其它调整－本币(含税),X,,,,,,,X,,,,,,4.1 Manage & Administer Rewards,SME-C&B,Mobility-related compensation,Mobility allowances,,,+,Amount,,,,,,,X,,,Gross,Salary,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,Not Applicable,,,"payment amount, payment time",,,W,,R,R,,,Y,Y,Y,Y,Y,Y,,,,,,6011000,2503300,6010050,2503001,6010050,2503001,6011000,2503300,6011000,2503300,6011000,2503300,6011000,2503300,6010050,2503001,6010050,2503001,6010050,2503001,,2871,28M1,Miscellaneous 其它调整
CN,5281,Payment-Inp,Others,Mis.NCNY,8,其它调整-本币(公司付税),13,Miscellaneous-N CNY,其它调整－本币(公司付税),Miscellaneous-Net CNY,其它调整－本币(公司付税),X,,,,,,,X,,,,,,4.1 Manage & Administer Rewards,SME-C&B,Mobility-related compensation,Mobility allowances,,,+,Amount,,,,,,,X,,,Net,Salary,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,Not Applicable,,,"payment amount, payment time",,,W,,R,R,,,Y,Y,Y,Y,Y,Y,,,,,,6011000,2503300,6010050,2503001,6010050,2503001,6011000,2503300,6011000,2503300,6011000,2503300,6011000,2503300,6010050,2503001,6010050,2503001,6010050,2503001,,2871,28M1,Miscellaneous 其它调整
CN,5282,Payment-Inp,Others,Mis.GFC,7,其它调整-外币(含税),11,Miscellaneous-G FC,其它调整－外币(含税),Miscellaneous-Gross FC,其它调整－外币(含税),X,,,,,,,X,,,,,,4.1 Manage & Administer Rewards,SME-C&B,Mobility-related compensation,Mobility allowances,,,+,Amount,,,,,,,X,,,Gross,Salary,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,Not Applicable,,,"payment amount, payment time",,,W,,R,R,,,Y,Y,Y,Y,Y,Y,,,,,,6011000,2503300,6010050,2503001,6010050,2503001,6011000,2503300,6011000,2503300,6011000,2503300,6011000,2503300,6010050,2503001,6010050,2503001,6010050,2503001,,2871,28M1,Miscellaneous 其它调整
CN,5283,Payment-Inp,Others,Mis.NFC,7,其它调整-外币(公司付税),13,Miscellaneous-N FC,其它调整－外币(公司付税),Miscellaneous-Net FC,其它调整－外币(公司付税),X,,,,,,,X,,,,,,4.1 Manage & Administer Rewards,SME-C&B,Mobility-related compensation,Mobility allowances,,,+,Amount,,,,,,,X,,,Net,Salary,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,Not Applicable,,,"payment amount, payment time",,,W,,R,R,,,Y,Y,Y,Y,Y,Y,,,,,,6011000,2503300,6010050,2503001,6010050,2503001,6011000,2503300,6011000,2503300,6011000,2503300,6011000,2503300,6010050,2503001,6010050,2503001,6010050,2503001,,2871,28M1,Miscellaneous 其它调整
CN,5300,Payment,Deduction,Ded/Hou,7,借款扣除,4,Housing Loan Deduction,借款扣除,Housing Loan Deduction,借款扣除,X,,X,X,,,,,,,,,,4.4 Manage Payroll,SME-Payroll,Third Party deductions,Other deduction,,,-,Amount,,,,X,,,,,,Gross,Salary,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Not Applicable,,,Payment Amount + Pay Time,,,W,,,R,,,N,N,N,N,Y,N,,,,,,2503300,380230  /  vendor,2503001,380430 /  Vendor,2503001,380430  /  Vendor,2503300,380230  /  Vendor,2503300,380130  /  Vendor,2503300,380430  /  Vendor,2503300,380230  /  Vendor,2503001,380430 /  Vendor,2503001,380430 /  Vendor,2503001,380430 /  Vendor,book to the vendor element,28V5 (2873),28V4 (28M3),Housing Loan Deduction借款扣除
CN,5310,Payment,Deduction,Ded/Uni,7,工会经费个人扣款,8,Deduc union fee,工会经费个人扣款,Deduction Of union fee,工会经费个人扣款,X,,X,X,,,,,,X,,,,4.4 Manage Payroll,SME-Payroll,Third Party deductions,Other deduction,,,-,Amount,,,,X,,,,,,Gross,Salary,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Not Applicable,,,Payment Amount + Pay Time (Data upload),,,R,,,W,,,Y,Y,Y,Y,Y,N,,,,,,2503300,2513330,2503001,2513330,2503001,2513330,2503300,2513330,2503300,2513330,2503300,2513330,2503300,2513330,2503001,2513330,2503001,2513330,2503001,2513330,Auto function development,28V6,28V7,Deduction Of union fee工会经费个人扣款
CN,5350,Payment,Others,Adj.BTax,8,其它税前调整,6,Misc. Adj Before Tax,其它税前调整,Misc. Adjustment Before Tax,其它税前调整,X,,X,X,,X,,,,X,,,,4.4 Manage Payroll,SME-Payroll,Others,Others,,,+,Amount,,,,,,,X,,,Gross,Salary,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,Not Applicable,,,Payment Amount + Pay Time,,,R,,,W,,,Y,Y,Y,Y,Y,Y,,,,,,6011000,2503300,6010050,2503001,6010050,2503001,6011000,2503300,6011000,2503300,6011000,2503300,6011000,2503300,6010050,2503001,6010050,2503001,6010050,2503001,,2871,28M1,Miscellaneous 其它调整
CN,5360,Payment,Others,Adj.ATax,8,其它税后调整,6,Misc. Adj After Tax,其它税后调整,Misc. Adjustment after Tax,其它税后调整,X,,X,X,,X,,,,X,,,,4.4 Manage Payroll,SME-Payroll,Others,Others,,,+,Amount,,,,,,,X,,,Gross,Salary,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Not Applicable,,,Payment Amount + Pay Time,,,R,,,W,,,Y,Y,Y,Y,Y,Y,,,,,,6011000,2503300,6010050,2503001,6010050,2503001,6011000,2503300,6011000,2503300,6011000,2503300,6011000,2503300,6010050,2503001,6010050,2503001,6010050,2503001,,2871,28M1,Miscellaneous 其它调整
CN,5540,Payment,Bonus,Ren.Bon,7,支付留任基金(年度计税),4,Retention-BMS,支付留任基金-BMS,Retention Bonus,支付留任基金,X,,X,X,,,,,,X,,,,4.1 Manage & Administer Rewards,SME-C&B,Variable Payments,Retention Payment,,,+,Amount,,,,,,,X,,,Gross,bonus,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,Not Applicable,,,Payment Amount,Pay for retention before Y2013-BMS,,W,,,R,,,Y,Y,Y,N,N,N,,,,,,2111504,2503300,2111504,2503001,2111504,2503001,2111504,2503300,2111504,2503300,2111504,2503300,2111504,2503300,2111504,2503001,2111504,2503001,2111504,2503001,,28V8,28V9,Retention Bonus-Cao Jing留任基金
CN,5541,Payment,Bonus,Ren.Bon,7,支付留任基金,4,Retention-BHC/BCS,支付留任基金-BHC/BCS,Retention Bonus,支付留任基金,X,,X,X,,,,,,X,,,,4.1 Manage & Administer Rewards,SME-C&B,Variable Payments,Retention Payment,,,+,Amount,,,,,,,X,,,Gross,Salary,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,Not Applicable,,,Payment Amount,Pay for retention -BHC/BCS,,W,,,R,,,N,N,N,N,Y,Y,,,,,,2111504,2503300,2111504,2503001,2111504,2503001,2111504,2503300,2111504,2503300,2111504,2503300,2111504,2503300,2111504,2503001,2111504,2503001,2111504,2503001,New,28V8,28V9,Retention Bonus-BHC/BCS留任基金
CN,5542,Payment,Bonus,Ren.Bon,7,支付留任基金,4,Retention-BMS,支付留任基金-BMS,Retention Bonus,支付留任基金,X,,X,X,,,,,,X,,,,4.1 Manage & Administer Rewards,SME-C&B,Variable Payments,Retention Payment,,,+,Amount,,,,,,,X,,,Gross,Salary,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,Not Applicable,,,Payment Amount,Pay for retention -BMS,,W,,,R,,,N,N,N,N,Y,Y,,,,,,2111504,2503300,2111504,2503001,2111504,2503001,2111504,2503300,2111504,2503300,2111504,2503300,2111504,2503300,2111504,2503001,2111504,2503001,2111504,2503001,New,28V8,28V9,Retention Bonus-BHC/BCS留任基金
CN,5550,Payment,Separation,Compe.B,7,竞业限制补偿金,7,Competition Restri B. ,竞业限制补偿金,Competition Restriction Bonus  ,竞业限制补偿金,X,,X,X,,,,,,X,,,,5.2 Manage Separation,SME-Separation/Retirement,Separation/Retirement related compensation,Severance pay,,,+,Amount,,,,X,,,,,,Gross,偶然所得,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Not Applicable,,,Payment Amount + Pay Time,,,R,,,R,W,,Y,Y,Y,Y,Y,Y,,,,,,6011000,2503300,6010050,2503001,6010050,2503001,6011000,2503300,6011000,2503300,6011000,2503300,6011000,2503300,6010050,2503001,6010050,2503001,6010050,2503001,,2883,28N3,Competition Restriction Bonus  竞业限制补偿金
CN,7000,Payment,T&A,In.Atten,8,实习生出勤天数,8,# of Intern's Attendance,实习生出勤天数,Number of Intern's Attendances,实习生出勤天数,,,,,,X,,,,,,,,6.6 Manage Time & Attendance,SME-T&A,Base Pay,Other time related pay,,,+,Days/Amount,,,,X,,,,,,-,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Not Applicable,,,participant days (by T&A team),,,R,W,,R,,,Y,Y,Y,Y,Y,Y,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
CN,7100,Payment,T&A,OT/Work,7,加班/工作日,6,OT/Working days (150%),加班薪资/工作日,"Payment for OT on working days
Paid at 150% of personal hourly rate",加班薪资/工作日,X,,X,X,,,,,,X,,,,6.6 Manage Time & Attendance,SME-T&A,Base Pay,Other time related pay,,,+,Hours/Amount,,,,,,,,,,Gross,Salary,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,With payroll driver,,,,,,R,R,,R,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,7101,Payment,T&A,OT/Wkend,8,加班/周末,5,OT/ Weekend (200%),加班薪资/周末,"Payment for OT on weekend
Paid at 200% of personal hourly rate",加班薪资/周末,X,,X,X,,,,,,X,,,,6.6 Manage Time & Attendance,SME-T&A,Base Pay,Other time related pay,,,+,Hours/Amount,,,,,,,,,,Gross,Salary,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,With payroll driver,,,,,,R,R,,R,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,7102,Payment,T&A,OT/PH,5,加班/法定节日,7,OT/Public holiday(300%),加班薪资/法定节日,"Payment for OT on public holidays
Paid at 300% personal hourly rate",加班薪资/法定节日,X,,X,X,,,,,,X,,,,6.6 Manage Time & Attendance,SME-T&A,Base Pay,Other time related pay,,,+,Hours/Amount,,,,,,,,,,Gross,Salary,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,With payroll driver,,,,,,R,R,,R,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,7103,Payment,T&A,OT/Co.H ,7,加班/公司假期,7,OT/Company holiday (150%),加班薪资/公司假期,"Payment for OT on company holidays
Paid at 150% of personal hourly rate",加班薪资/公司假期,X,,X,X,,,,,,X,,,,6.6 Manage Time & Attendance,SME-T&A,Base Pay,Other time related pay,,,+,Hours/Amount,,,,,,,,,,Gross,Salary,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,With payroll driver,,,,,,R,R,,R,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,7104,Payment,T&A,OT/ExcQ,7,加班/综合工时超时,7,OT Pay (Work Day 200%),加班/综合工时超时,Payment for quarterly working hours paid at 200% of personal hourly rate ,加班/综合工时超时,X,,X,X,,,,,,X,,,,6.6 Manage Time & Attendance,SME-T&A,Base Pay,Other time related pay,,,+,Hours/Amount,,,,,,,,,,Gross,Salary,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,With payroll driver,,,,,,R,R,,R,,,N,N,N,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
